顧客ID,生年月日,性別,携帯TEL,自宅TEL,携帯メール,PCメール,職業
"053132225","19920726","女","有","無","有","無","会社員"
"053132226","19840501","女","有","無","無","有","会社員"
"053142017","19831229","女","有","有","無","有","会社員"
"053152082","19730529","女","有","有","有","無","会社員"
"053152225","19790807","女","有","無","無","有","会社員"
"053152327","19871106","女","有","無","有","有","会社員"
"053152438","19611227","女","有","有","有","無","主婦"
"053152649","19590905","男","有","無","無","有","会社員"
"053152704","19951017","女","有","無","有","無","学生"
"053152729","19710305","女","有","無","無","有","会社員"
"053152732","19940122","女","有","無","有","無","会社員"
"053152734","19850718","女","有","無","無","有",""
"053212139","19570330","女","有","有","無","有","会社員"
"053212178","19920112","男","有","有","有","無","学生"
"053212478","19810305","女","有","無","無","有","会社員"
"053212533","19740129","男","有","無","無","有","会社員"
"053212585","19960619","女","有","無","有","無","学生"
"053212593","19960310","女","有","無","有","無","会社員"
"053212608","19930723","男","有","無","無","有","会社員"
"053212614","19911022","女","有","無","無","有","その他"
"053212645","19700202","女","有","無","無","有","会社員"
"053212653","19851205","男","有","無","無","有","会社員"
"053212654","19890330","女","有","無","無","有",""
"053222091","19860201","女","有","無","無","有","会社員"
"053222188","19671120","女","有","無","無","有","会社員"
"053222267","19900707","女","有","無","有","無","パート・アルバイト"
"053232103","19851202","女","有","無","有","無","会社員"
"053232238","19710301","","有","無","有","無",""
"053252463","19830425","女","有","無","有","無","会社員"
"053252467","19901026","女","有","無","有","無","会社員"
"053252474","19830627","男","有","無","有","無","会社員"
"053312011","19750312","女","有","無","有","有","会社員"
"053312041","19790620","女","有","有","有","有","会社員"
"053312181","19870809","女","有","無","有","有","会社員"
"053312310","19580905","男","有","有","有","有","会社員"
"053312572","19920917","女","有","無","有","無","会社員"
"053312574","19930710","男","有","無","無","有","会社員"
"053322379","19991004","女","有","無","有","無","学生"
"053332197","19870607","男","有","無","有","無","会社員"
"053332335","19971001","女","有","無","有","無","自営業"
"053332336","19720809","女","有","無","無","有","主婦"
"053332341","19780322","女","有","無","有","有","会社員"
"053332342","19931022","女","有","無","無","有","会社員"
"053342050","19750423","女","有","無","有","無","パート・アルバイト"
"053342090","19520605","女","有","無","無","有","会社員"
"053342102","19930706","女","有","無","無","有","会社員"
"053342103","19850910","女","有","無","無","有","会社員"
"053412558","19920315","女","有","無","有","無","会社員"
"053412622","19670818","女","有","無","有","無",""
"053412729","19831001","女","有","無","有","無","会社員"
"053412736","19941127","女","有","無","有","無","会社員"
"053412745","19900930","男","有","無","無","有","パート・アルバイト"
"053412746","19691203","女","有","無","有","無",""
"053412747","19680128","女","有","無","有","無","会社員"
"053412748","19931228","女","有","無","有","無",""
"053432164","19640713","男","有","有","有","有","会社員"
"053432174","19931007","女","有","無","無","有","会社員"
"053452149","19860921","女","有","有","有","無","会社員"
"053452156","19920105","女","有","無","無","有","会社員"
"053452158","19940225","女","有","有","有","無","会社員"
"053512176","19780501","女","有","有","有","無","パート・アルバイト"
"053512425","19720112","男","有","無","有","無","会社員"
"053512483","19880609","女","有","無","無","有","会社員"
"053512484","19910726","女","有","無","無","有","会社員"
"053512486","19841208","女","有","無","無","有",""
"053522075","19840306","女","有","無","無","有","会社員"
"053522078","19650809","女","有","有","無","有","主婦"
"053522142","19610911","女","有","無","有","無","その他"
"053522148","19890216","女","有","無","無","有","会社員"
"053552026","19920315","女","有","無","無","有","会社員"
"053552082","19871229","女","有","無","無","有","会社員"
"053552102","19870705","女","有","無","無","有","会社員"
"053612355","19821114","女","有","無","無","有","会社員"
"053612356","19880318","女","有","無","有","無","会社員"
"053612357","19800518","女","有","無","無","有","会社員"
"053612360","19860721","女","有","無","有","無","会社員"
"053622007","19530320","女","有","有","有","無","会社員"
"053622212","19931107","女","有","無","有","無","会社員"
"053622213","19950917","女","有","無","有","無","学生"
"053622216","19871108","女","有","無","無","有",""
"053632245","","女","無","無","無","有",""
"053632266","19840831","女","有","無","有","無","会社員"
"053632308","19690618","女","有","無","有","無","会社員"
"053632315","19760628","女","有","無","無","有",""
"053652170","19950929","女","有","無","有","無","会社員"
"053712130","19710622","女","有","無","無","有","会社員"
"053712251","19840214","女","有","無","有","無","会社員"
"053712304","19811014","女","有","無","有","無","会社員"
"053712332","19881223","女","有","無","有","無","会社員"
"053712382","19940108","男","有","無","無","有","学生"
"053712391","19921027","女","有","無","有","無","会社員"
"053712392","19760326","男","有","無","無","有","会社員"
"053712394","19890203","女","有","無","無","有","会社員"
"053722100","19750303","女","有","無","無","有","会社員"
"053722194","19820924","女","有","無","有","無","会社員"
"053722229","19760803","女","有","無","無","有","会社員"
"053722326","19911128","女","有","無","無","有",""
"053722329","19590427","女","有","無","無","有","自営業"
"053732032","19580510","女","有","有","無","有","会社員"
"053732089","19950219","女","有","無","有","無","会社員"
"053732099","19751205","","有","無","有","有",""
"053752184","19910523","女","有","無","無","有","会社員"
"053812318","19830918","女","有","無","無","有","会社員"
"053812382","19881107","男","有","無","無","有","会社員"
"053812400","19970324","女","有","無","有","有","学生"
"053812408","19970115","女","有","無","無","有","学生"
"053812411","19811123","女","有","無","無","有","会社員"
"053812452","19751211","女","有","有","無","有","会社員"
"053812455","19950714","女","有","無","無","有","学生"
"053852232","19850801","女","有","無","無","有","会社員"
"053852246","19910418","男","有","無","無","有","会社員"
"053912194","19890112","女","有","無","有","無",""
